,Open,High,Low,Close
2020-11-29,0.83537,0.83723,0.83319,0.83532
2020-11-26,0.83950,0.83958,0.83599,0.83921
2020-11-25,0.83910,0.84126,0.83745,0.83893
2020-11-24,0.84030,0.84155,0.83836,0.84030
2020-11-23,0.84447,0.84467,0.84077,0.84440
2020-11-22,0.84279,0.84723,0.83992,0.84271
2020-11-19,0.84264,0.84375,0.84098,0.84271
2020-11-18,0.84439,0.84621,0.84350,0.84405
2020-11-17,0.84286,0.84380,0.84097,0.84291
2020-11-16,0.84319,0.84420,0.84085,0.84321
2020-11-15,0.84429,0.84640,0.84255,0.84422
2020-11-12,0.84708,0.84748,0.84503,0.84721
2020-11-11,0.84899,0.85037,0.84581,0.84888
2020-11-10,0.84605,0.85126,0.84510,0.84611
2020-11-09,0.84579,0.84884,0.84434,0.84550
2020-11-08,0.84082,0.84764,0.83898,0.84083
2020-11-05,0.84644,0.84773,0.84100,0.84620
2020-11-04,0.85252,0.85377,0.84340,0.85232
2020-11-03,0.85001,0.86150,0.84970,0.85018
2020-11-02,0.85890,0.85925,0.85164,0.85890
2020-11-01,0.85892,0.86026,0.85785,0.85895
2020-10-29,0.85640,0.85888,0.85445,0.85626
2020-10-28,0.85125,0.85791,0.85040,0.85116
2020-10-27,0.84878,0.85329,0.84830,0.84860
2020-10-26,0.84678,0.84750,0.84474,0.84678
2020-10-25,0.84400,0.84717,0.84381,0.84399
2020-10-22,0.84645,0.84832,0.84320,0.84638
2020-10-21,0.84379,0.84650,0.84250,0.84360
2020-10-20,0.84536,0.84536,0.84160,0.84532
2020-10-19,0.84976,0.85015,0.84460,0.84970
2020-10-18,0.85356,0.85434,0.84780,0.85357
2020-10-15,0.85428,0.85507,0.85130,0.85418
2020-10-14,0.85124,0.85542,0.85030,0.85150
2020-10-13,0.85150,0.85312,0.84960,0.85163
2020-10-12,0.84644,0.85210,0.84644,0.84630
2020-10-11,0.84650,0.84832,0.84550,0.84625
2020-10-08,0.84983,0.85043,0.84570,0.84983
2020-10-07,0.84994,0.85213,0.84880,0.84980
2020-10-06,0.85198,0.85285,0.84880,0.85196
2020-10-05,0.84830,0.84981,0.84693,0.84800
2020-10-04,0.85310,0.85329,0.84770,0.85321
2020-10-01,0.85149,0.85491,0.85128,0.85143
2020-09-30,0.85297,0.85338,0.84983,0.85280
2020-09-29,0.85159,0.85572,0.85060,0.85164
2020-09-28,0.85633,0.85715,0.85167,0.85625
2020-09-27,0.85947,0.86083,0.85619,0.85945
2020-09-24,0.85663,0.86107,0.85579,0.85666
2020-09-23,0.85749,0.85987,0.85609,0.85774
2020-09-22,0.85415,0.85727,0.85324,0.85409
2020-09-21,0.85021,0.85518,0.84940,0.84976
2020-09-20,0.84420,0.85232,0.84225,0.84420
2020-09-17,0.84370,0.84522,0.84239,0.84401
2020-09-16,0.84715,0.85167,0.84530,0.84721
2020-09-15,0.84440,0.84641,0.84154,0.84428
2020-09-14,0.84268,0.84449,0.84027,0.84246
2020-09-13,0.84434,0.84509,0.84118,0.84440
2020-09-10,0.84558,0.84560,0.84200,0.84571
2020-09-09,0.84700,0.84725,0.83930,0.84700
2020-09-08,0.84968,0.85080,0.84527,0.84960
2020-09-07,0.84608,0.84982,0.84540,0.84590
2020-09-06,0.84484,0.84647,0.84398,0.84499
2020-09-03,0.84433,0.84877,0.84292,0.84461
2020-09-02,0.84417,0.84820,0.84402,0.84407
2020-09-01,0.83871,0.84573,0.83862,0.83870
2020-08-31,0.83758,0.83771,0.83255,0.83759
2020-08-30,0.83917,0.84139,0.83587,0.83905
2020-08-27,0.84599,0.84660,0.83890,0.84605
2020-08-26,0.84458,0.84989,0.84044,0.84440
2020-08-25,0.84507,0.84918,0.84460,0.84495
2020-08-24,0.84780,0.84855,0.84430,0.84785
2020-08-23,0.84752,0.84845,0.84370,0.84760
2020-08-20,0.84240,0.85071,0.84130,0.84220
2020-08-19,0.84447,0.84699,0.84257,0.84435
2020-08-18,0.83701,0.84080,0.83650,0.83697
2020-08-17,0.84180,0.84208,0.83576,0.84200
2020-08-16,0.84385,0.84528,0.84170,0.84370
2020-08-13,0.84610,0.84856,0.84474,0.84627
2020-08-12,0.84771,0.84784,0.84289,0.84790
2020-08-11,0.85180,0.85375,0.84655,0.85204
2020-08-10,0.85196,0.85301,0.84710,0.85195
2020-08-09,0.84872,0.85157,0.84731,0.84870
2020-08-06,0.84210,0.85059,0.84150,0.84200
2020-08-05,0.84220,0.84597,0.83950,0.84226
2020-08-04,0.84639,0.84746,0.83996,0.84635
2020-08-03,0.85030,0.85294,0.84710,0.85010
2020-08-02,0.84860,0.85460,0.84835,0.84873
2020-07-30,0.84220,0.84727,0.83977,0.84230
2020-07-29,0.84840,0.85232,0.84693,0.84869
2020-07-28,0.85320,0.85361,0.84897,0.85333
2020-07-27,0.84987,0.85463,0.84920,0.84967
2020-07-26,0.85818,0.85818,0.84893,0.85818
2020-07-23,0.86244,0.86343,0.85910,0.86236
2020-07-22,0.86455,0.86639,0.86027,0.86440
2020-07-21,0.86692,0.86892,0.86200,0.86700
2020-07-20,0.87278,0.87518,0.86972,0.87270
2020-07-19,0.87416,0.87679,0.87200,0.87390
2020-07-16,0.87823,0.87882,0.87400,0.87780
2020-07-15,0.87586,0.87877,0.87390,0.87587
2020-07-14,0.87636,0.87769,0.87313,0.87637
2020-07-13,0.88138,0.88290,0.87665,0.88141
2020-07-12,0.88427,0.88460,0.87947,0.88417
2020-07-09,0.88580,0.88832,0.88302,0.88590
2020-07-08,0.88200,0.88590,0.87930,0.88190
2020-07-07,0.88709,0.88769,0.88140,0.88690
2020-07-06,0.88415,0.88807,0.88210,0.88395
2020-07-05,0.88898,0.88898,0.88130,0.88911
2020-07-02,0.88970,0.89118,0.88880,0.88985
2020-07-01,0.88862,0.89065,0.88470,0.88878
2020-06-30,0.89018,0.89372,0.88695,0.89000
2020-06-29,0.88912,0.89347,0.88797,0.88911
2020-06-28,0.89094,0.89122,0.88580,0.89080
2020-06-25,0.89120,0.89303,0.88976,0.89110
2020-06-24,0.88878,0.89354,0.88810,0.88882
2020-06-23,0.88389,0.88811,0.88290,0.88399
2020-06-22,0.88675,0.89013,0.88114,0.88655
2020-06-21,0.89450,0.89481,0.88749,0.89465
2020-06-18,0.89228,0.89494,0.88865,0.89198
2020-06-17,0.88958,0.89249,0.88790,0.88945
2020-06-16,0.88771,0.89204,0.88520,0.88765
2020-06-15,0.88199,0.89034,0.88107,0.88201
2020-06-14,0.88856,0.89057,0.88558,0.88873
2020-06-11,0.88579,0.89010,0.88185,0.88589
2020-06-10,0.87961,0.88292,0.87718,0.87986
2020-06-09,0.88229,0.88229,0.87805,0.88244
2020-06-08,0.88473,0.88939,0.88002,0.88452
2020-06-07,0.88370,0.88735,0.88349,0.88343
2020-06-04,0.88205,0.88608,0.87843,0.88200
2020-06-03,0.88990,0.89318,0.88024,0.89000
2020-06-02,0.89400,0.89437,0.88889,0.89370
2020-06-01,0.89883,0.89963,0.89320,0.89880
2020-05-31,0.89972,0.90078,0.89670,0.89940
2020-05-28,0.90268,0.90331,0.89729,0.90260
2020-05-27,0.90783,0.90966,0.90319,0.90770
2020-05-26,0.91070,0.91436,0.90663,0.91060
2020-05-25,0.91734,0.91757,0.90979,0.91718
2020-05-24,0.91667,0.91979,0.91620,0.91678
2020-05-21,0.91304,0.91860,0.91280,0.91300
2020-05-20,0.91080,0.91412,0.90837,0.91050
2020-05-19,0.91490,0.91498,0.90917,0.91510
2020-05-18,0.91610,0.91720,0.91115,0.91616
2020-05-17,0.92426,0.92585,0.91636,0.92410
2020-05-14,0.92539,0.92671,0.92170,0.92533
2020-05-13,0.92405,0.92794,0.92380,0.92390
2020-05-12,0.92197,0.92324,0.91799,0.92193
2020-05-11,0.92514,0.92718,0.91908,0.92512
2020-05-10,0.92250,0.92556,0.92140,0.92255
2020-05-07,0.92277,0.92453,0.91968,0.92275
2020-05-06,0.92588,0.92872,0.92458,0.92605
2020-05-05,0.92250,0.92728,0.92210,0.92263
2020-05-04,0.91705,0.92362,0.91564,0.91707
2020-05-03,0.91262,0.91732,0.91259,0.91244
2020-04-30,0.91368,0.91446,0.90775,0.91362
2020-04-29,0.91940,0.92288,0.91158,0.91935
2020-04-28,0.92316,0.92322,0.91960,0.92280
2020-04-27,0.92360,0.92496,0.91830,0.92380
2020-04-26,0.92390,0.92488,0.92078,0.92390
2020-04-23,0.92796,0.93217,0.92441,0.92790
2020-04-22,0.92534,0.92951,0.92217,0.92510
2020-04-21,0.92103,0.92385,0.91885,0.92111
2020-04-20,0.92051,0.92439,0.91912,0.92040
2020-04-19,0.92028,0.92225,0.91768,0.92022
2020-04-16,0.92080,0.92484,0.91800,0.92094
2020-04-15,0.91711,0.92339,0.91678,0.91700
2020-04-14,0.91055,0.92101,0.91000,0.91030
2020-04-13,0.91579,0.91611,0.91042,0.91550
2020-04-12,0.91480,0.91797,0.91170,0.91469
2020-04-09,0.91525,0.91566,0.91290,0.91513
2020-04-08,0.92071,0.92236,0.91378,0.92050
2020-04-07,0.91791,0.92321,0.91775,0.91784
2020-04-06,0.92576,0.92666,0.91547,0.92560
2020-04-05,0.92522,0.92857,0.92299,0.92533
2020-04-02,0.92218,0.92797,0.92090,0.92188
2020-04-01,0.91316,0.92214,0.91216,0.91294
2020-03-31,0.90677,0.91586,0.90600,0.90690
2020-03-30,0.90675,0.91494,0.90550,0.90658
2020-03-29,0.89804,0.90808,0.89784,0.89774
2020-03-26,0.90529,0.91281,0.90200,0.90512
2020-03-25,0.91848,0.91941,0.90699,0.91831
2020-03-24,0.92582,0.92849,0.92170,0.92570
2020-03-23,0.92896,0.92994,0.91840,0.92897
2020-03-22,0.93567,0.93805,0.92380,0.93507
2020-03-19,0.93822,0.93857,0.92337,0.93832
2020-03-18,0.91379,0.93476,0.91361,0.91228
2020-03-17,0.90770,0.92320,0.90539,0.90781
2020-03-16,0.89579,0.91258,0.89373,0.89580
2020-03-15,0.89609,0.90182,0.89004,0.89643
2020-03-12,0.89417,0.90372,0.89116,0.89406
2020-03-11,0.88804,0.90246,0.88239,0.88798
2020-03-10,0.88369,0.88818,0.87982,0.88367
2020-03-09,0.87739,0.88229,0.87543,0.87735
2020-03-08,0.87826,0.88053,0.86988,0.87827
2020-03-05,0.89096,0.89175,0.88069,0.89096
2020-03-04,0.89774,0.89914,0.89250,0.89774
2020-03-03,0.89467,0.90115,0.89400,0.89440
2020-03-02,0.89732,0.90112,0.89226,0.89734
2020-03-01,0.90477,0.90602,0.89573,0.90487
2020-02-27,0.90946,0.91311,0.90475,0.90932
2020-02-26,0.91864,0.91864,0.90862,0.91862
2020-02-25,0.91903,0.92118,0.91713,0.91895
2020-02-24,0.92174,0.92321,0.91897,0.92173
2020-02-23,0.92263,0.92520,0.92050,0.92259
2020-02-20,0.92698,0.92698,0.92050,0.92696
2020-02-19,0.92510,0.92768,0.92413,0.92506
2020-02-18,0.92638,0.92733,0.92520,0.92632
2020-02-17,0.92276,0.92705,0.92259,0.92250
2020-02-16,0.92246,0.92334,0.92132,0.92236
2020-02-13,0.92200,0.92325,0.92060,0.92200
2020-02-12,0.91942,0.92289,0.91820,0.91946
2020-02-11,0.91560,0.91852,0.91533,0.91580
2020-02-10,0.91640,0.91798,0.91516,0.91630
2020-02-09,0.91335,0.91662,0.91230,0.91330
2020-02-06,0.91066,0.91350,0.91017,0.91050
2020-02-05,0.90905,0.91195,0.90803,0.90890
2020-02-04,0.90541,0.90923,0.90510,0.90520
2020-02-03,0.90392,0.90630,0.90370,0.90392
2020-02-02,0.90179,0.90551,0.90179,0.90173
2020-01-30,0.90672,0.90761,0.90170,0.90669
2020-01-29,0.90793,0.90841,0.90608,0.90770
2020-01-28,0.90720,0.90965,0.90660,0.90723
2020-01-27,0.90747,0.90921,0.90690,0.90746
2020-01-26,0.90692,0.90826,0.90580,0.90700
2020-01-23,0.90454,0.90734,0.90409,0.90455
2020-01-22,0.90110,0.90604,0.90064,0.90119
2020-01-21,0.90205,0.90321,0.90108,0.90207
2020-01-20,0.90119,0.90200,0.89930,0.90115
2020-01-19,0.90129,0.90273,0.90050,0.90134
2020-01-16,0.89783,0.90191,0.89726,0.89770
2020-01-15,0.89664,0.89849,0.89510,0.89654
2020-01-14,0.89850,0.89926,0.89578,0.89840
2020-01-13,0.89811,0.90045,0.89720,0.89801
2020-01-12,0.89956,0.89976,0.89729,0.89955
2020-01-09,0.90015,0.90202,0.89920,0.90000
2020-01-08,0.89973,0.90130,0.89910,0.89983
2020-01-07,0.89640,0.90002,0.89564,0.89648
2020-01-06,0.89319,0.89808,0.89290,0.89302
2020-01-05,0.89586,0.89621,0.89220,0.89590
2020-01-02,0.89519,0.89882,0.89440,0.89514
2020-01-01,0.89135,0.89551,0.89070,0.89120
2019-12-31,0.89120,0.89610,0.89060,0.89120
2019-12-30,0.89250,0.89280,0.88960,0.89267
2019-12-29,0.89433,0.89433,0.89121,0.89427
2019-12-26,0.90080,0.90090,0.89440,0.90081
2019-12-25,0.90130,0.90230,0.90050,0.90127
2019-12-24,0.90160,0.90270,0.90020,0.90170
2019-12-23,0.90147,0.90329,0.90110,0.90140
2019-12-22,0.90254,0.90322,0.90110,0.90254
2019-12-19,0.89898,0.90299,0.89880,0.89880
2019-12-18,0.89961,0.90010,0.89747,0.89961
2019-12-17,0.89674,0.89998,0.89674,0.89675
2019-12-16,0.89790,0.89840,0.89500,0.89791
2019-12-15,0.89886,0.89900,0.89623,0.89892
2019-12-12,0.89418,0.89937,0.89390,0.89397
2019-12-11,0.89821,0.89994,0.89659,0.89800
2019-12-10,0.90140,0.90320,0.90100,0.90149
2019-12-09,0.90379,0.90387,0.90110,0.90375
2019-12-08,0.90434,0.90465,0.90250,0.90425
2019-12-05,0.90056,0.90561,0.89990,0.90046
2019-12-04,0.90231,0.90253,0.90050,0.90228
2019-12-03,0.90238,0.90351,0.89981,0.90210
2019-12-02,0.90285,0.90363,0.90150,0.90260
2019-12-01,0.90763,0.90878,0.90178,0.90752
2019-11-28,0.90816,0.91051,0.90689,0.90812
2019-11-27,0.90859,0.90896,0.90750,0.90869
2019-11-26,0.90727,0.90964,0.90727,0.90723
2019-11-25,0.90810,0.90843,0.90690,0.90790
2019-11-24,0.90710,0.90858,0.90630,0.90723
2019-11-21,0.90370,0.90673,0.90264,0.90368
2019-11-20,0.90261,0.90385,0.90119,0.90262
2019-11-19,0.90250,0.90468,0.90230,0.90253
2019-11-18,0.90316,0.90381,0.90210,0.90315
2019-11-17,0.90465,0.90465,0.90163,0.90456
2019-11-14,0.90720,0.90783,0.90450,0.90740
2019-11-13,0.90837,0.90985,0.90762,0.90800
2019-11-12,0.90809,0.90900,0.90740,0.90807
2019-11-11,0.90622,0.90877,0.90570,0.90617
2019-11-10,0.90721,0.90767,0.90550,0.90724
2019-11-07,0.90624,0.90762,0.90595,0.90747
2019-11-06,0.90329,0.90596,0.90160,0.90331
2019-11-05,0.90298,0.90355,0.90130,0.90300
2019-11-04,0.89861,0.90378,0.89775,0.89859
2019-11-03,0.89530,0.89750,0.89469,0.89553
2019-10-31,0.89637,0.89841,0.89490,0.89629
2019-10-30,0.89652,0.89817,0.89470,0.89650
2019-10-29,0.89991,0.90063,0.89880,0.89970
2019-10-28,0.90070,0.90293,0.89938,0.90097
2019-10-27,0.90214,0.90276,0.90036,0.90218
2019-10-24,0.90054,0.90249,0.89880,0.90058
2019-10-23,0.89826,0.90140,0.89560,0.89828
2019-10-22,0.89850,0.90025,0.89820,0.89853
2019-10-21,0.89670,0.89890,0.89600,0.89672
2019-10-20,0.89637,0.89767,0.89440,0.89640
2019-10-17,0.89870,0.89968,0.89590,0.89870
2019-10-16,0.90299,0.90368,0.89767,0.90294
2019-10-15,0.90629,0.90715,0.90283,0.90623
2019-10-14,0.90696,0.90969,0.90535,0.90670
2019-10-13,0.90677,0.90784,0.90555,0.90662
2019-10-10,0.90790,0.90877,0.90400,0.90818
2019-10-09,0.91026,0.91071,0.90630,0.91010
2019-10-08,0.91239,0.91278,0.90975,0.91240
2019-10-07,0.91135,0.91352,0.90926,0.91140
2019-10-06,0.91020,0.91210,0.90900,0.91020
2019-10-03,0.91117,0.91248,0.90973,0.91113
2019-10-02,0.91224,0.91392,0.90923,0.91210
2019-10-01,0.91446,0.91699,0.91258,0.91450
2019-09-30,0.91750,0.91899,0.91430,0.91746
2019-09-29,0.91394,0.91847,0.91340,0.91385
2019-09-26,0.91549,0.91694,0.91254,0.91552
2019-09-25,0.91309,0.91532,0.91180,0.91300
2019-09-24,0.90780,0.91338,0.90750,0.90770
2019-09-23,0.90961,0.91032,0.90794,0.90961
2019-09-22,0.90748,0.91172,0.90678,0.90752
2019-09-19,0.90530,0.90919,0.90342,0.90510
2019-09-18,0.90650,0.90715,0.90294,0.90650
2019-09-17,0.90299,0.90600,0.90270,0.90296
2019-09-16,0.90876,0.90968,0.90350,0.90860
2019-09-15,0.90219,0.90951,0.90218,0.90225
2019-09-12,0.90435,0.90435,0.90016,0.90430
2019-09-11,0.90790,0.91495,0.90273,0.90798
2019-09-10,0.90500,0.91023,0.90430,0.90495
2019-09-09,0.90520,0.90647,0.90420,0.90511
2019-09-08,0.90738,0.90776,0.90373,0.90739
2019-09-05,0.90610,0.90734,0.90437,0.90610
2019-09-04,0.90600,0.90758,0.90230,0.90621
2019-09-03,0.91128,0.91135,0.90621,0.91120
2019-09-02,0.91180,0.91488,0.91097,0.91170
2019-09-01,0.90984,0.91251,0.90930,0.90977
2019-08-29,0.90419,0.91015,0.90408,0.90400
2019-08-28,0.90209,0.90447,0.90170,0.90205
2019-08-27,0.90171,0.90298,0.90090,0.90171
2019-08-26,0.90081,0.90181,0.89940,0.90060
2019-08-25,0.89742,0.90022,0.89666,0.89742
2019-08-22,0.90226,0.90473,0.89694,0.90220
2019-08-21,0.90168,0.90379,0.89977,0.90165
2019-08-20,0.90102,0.90181,0.90030,0.90108
2019-08-19,0.90232,0.90343,0.90098,0.90227
2019-08-18,0.90140,0.90186,0.90009,0.90140
2019-08-15,0.89998,0.90355,0.89980,0.89980
2019-08-14,0.89726,0.90126,0.89614,0.89740
2019-08-13,0.89465,0.89767,0.89358,0.89469
2019-08-12,0.89140,0.89460,0.89061,0.89140
2019-08-11,0.89231,0.89579,0.89045,0.89218
2019-08-08,0.89387,0.89413,0.89128,0.89388
2019-08-07,0.89247,0.89410,0.89060,0.89251
2019-08-06,0.89239,0.89438,0.88960,0.89230
2019-08-05,0.88947,0.89520,0.88891,0.88938
2019-08-04,0.90030,0.90030,0.89290,0.90025
2019-08-01,0.90238,0.90328,0.89975,0.90262
2019-07-31,0.90316,0.90682,0.90310,0.90320
2019-07-30,0.89627,0.89865,0.89570,0.89622
2019-07-29,0.89749,0.89821,0.89621,0.89742
2019-07-28,0.89840,0.89973,0.89730,0.89830
2019-07-25,0.89725,0.89963,0.89660,0.89717
2019-07-24,0.89748,0.90059,0.89390,0.89747
2019-07-23,0.89678,0.89847,0.89640,0.89676
2019-07-22,0.89246,0.89689,0.89200,0.89237
2019-07-21,0.89142,0.89219,0.89070,0.89140
2019-07-18,0.88798,0.89166,0.88720,0.88798
2019-07-17,0.89065,0.89236,0.88910,0.89050
2019-07-16,0.89180,0.89277,0.89020,0.89188
2019-07-15,0.88803,0.89214,0.88760,0.88796
2019-07-14,0.88717,0.88844,0.88605,0.88715
2019-07-11,0.88887,0.88970,0.88668,0.88870
2019-07-10,0.88800,0.88875,0.88590,0.88819
2019-07-09,0.89249,0.89265,0.88786,0.89220
2019-07-08,0.89168,0.89323,0.89110,0.89158
2019-07-07,0.89064,0.89219,0.88990,0.89068
2019-07-04,0.88605,0.89220,0.88590,0.88607
2019-07-03,0.88590,0.88697,0.88510,0.88590
2019-07-02,0.88567,0.88728,0.88454,0.88550
2019-07-01,0.88597,0.88678,0.88331,0.88594
2019-06-30,0.88000,0.88451,0.87970,0.87990
2019-06-27,0.87940,0.88018,0.87770,0.87928
2019-06-26,0.87915,0.88118,0.87850,0.87914
2019-06-25,0.87962,0.88099,0.87800,0.87951
2019-06-24,0.87718,0.87886,0.87612,0.87717
2019-06-23,0.87850,0.87921,0.87710,0.87837
2019-06-20,0.88549,0.88624,0.88235,0.88530
2019-06-19,0.89001,0.89001,0.88377,0.88980
2019-06-18,0.89306,0.89376,0.89110,0.89300
2019-06-17,0.89070,0.89427,0.88936,0.89090
2019-06-16,0.89158,0.89243,0.88921,0.89150
2019-06-13,0.88656,0.89166,0.88570,0.88649
2019-06-12,0.88550,0.88722,0.88456,0.88530
2019-06-11,0.88266,0.88429,0.88160,0.88265
2019-06-10,0.88352,0.88458,0.88240,0.88354
2019-06-09,0.88347,0.88558,0.88285,0.88338
2019-06-06,0.88688,0.88864,0.88120,0.88680
2019-06-05,0.89069,0.89096,0.88434,0.89055
2019-06-04,0.88849,0.88969,0.88460,0.88857
2019-06-03,0.88924,0.89065,0.88670,0.88918
2019-06-02,0.89498,0.89588,0.89198,0.89493
2019-05-30,0.89848,0.89875,0.89450,0.89838
2019-05-29,0.89780,0.89940,0.89718,0.89788
2019-05-28,0.89520,0.89880,0.89480,0.89520
2019-05-27,0.89337,0.89511,0.89290,0.89335
2019-05-26,0.89235,0.89381,0.89140,0.89209
2019-05-23,0.89415,0.89461,0.89190,0.89409
2019-05-22,0.89645,0.90013,0.89503,0.89642
2019-05-20,0.89530,0.89747,0.89420,0.89537
2019-05-19,0.89563,0.89676,0.89469,0.89563
2019-05-16,0.89487,0.89627,0.89410,0.89497
2019-05-15,0.89210,0.89491,0.89092,0.89228
2019-05-14,0.89257,0.89442,0.89105,0.89250
2019-05-13,0.89028,0.89247,0.88920,0.89027
2019-05-12,0.88994,0.89094,0.88783,0.88996
2019-05-09,0.89138,0.89138,0.88870,0.89110
2019-05-08,0.89306,0.89480,0.88881,0.89299
2019-05-07,0.89369,0.89369,0.89166,0.89357
2019-05-06,0.89250,0.89477,0.89130,0.89271
2019-05-05,0.89389,0.89446,0.89250,0.89399
2019-05-02,0.89505,0.89756,0.89280,0.89497
2019-05-01,0.89271,0.89497,0.89141,0.89279
2019-04-30,0.89140,0.89171,0.88889,0.89158
2019-04-29,0.89412,0.89473,0.89050,0.89404
2019-04-28,0.89694,0.89722,0.89526,0.89684
2019-04-25,0.89790,0.89904,0.89503,0.89792
2019-04-24,0.89630,0.89914,0.89574,0.89658
2019-04-23,0.89091,0.89421,0.89090,0.89092
2019-04-22,0.88819,0.89338,0.88800,0.88818
2019-04-21,0.88932,0.88994,0.88780,0.88932
2019-04-18,0.88999,0.89023,0.88880,0.89000
2019-04-17,0.88490,0.88986,0.88449,0.88518
2019-04-16,0.88612,0.88638,0.88310,0.88613
2019-04-15,0.88461,0.88605,0.88378,0.88457
2019-04-14,0.88467,0.88500,0.88320,0.88456
2019-04-11,0.88815,0.88823,0.88300,0.88804
2019-04-10,0.88683,0.88841,0.88594,0.88680
2019-04-09,0.88771,0.89039,0.88630,0.88755
2019-04-08,0.88838,0.88838,0.88590,0.88838
2019-04-07,0.89110,0.89162,0.88699,0.89130
2019-04-04,0.89090,0.89193,0.88956,0.89080
2019-04-03,0.88926,0.89212,0.88890,0.88913
2019-04-02,0.89263,0.89266,0.88849,0.89255
2019-04-01,0.89238,0.89409,0.89174,0.89240
2019-03-31,0.89099,0.89207,0.88887,0.89096
2019-03-28,0.89051,0.89199,0.88920,0.89047
2019-03-27,0.88878,0.89165,0.88786,0.88875
2019-03-26,0.88696,0.88947,0.88609,0.88693
2019-03-25,0.88382,0.88656,0.88270,0.88372
2019-03-24,0.88526,0.88570,0.88248,0.88528
2019-03-21,0.87920,0.88687,0.87780,0.87912
2019-03-20,0.87489,0.88066,0.87413,0.87505
2019-03-19,0.88082,0.88211,0.87970,0.88068
2019-03-18,0.88218,0.88228,0.88000,0.88213
2019-03-17,0.88340,0.89010,0.88030,0.88341
2019-03-14,0.88436,0.88478,0.88160,0.88430
2019-03-13,0.88239,0.88537,0.88215,0.88253
2019-03-12,0.88599,0.88660,0.88388,0.88594
2019-03-11,0.88819,0.88887,0.88540,0.88816
2019-03-10,0.89039,0.89106,0.88830,0.89028
2019-03-07,0.89270,0.89397,0.88932,0.89299
2019-03-06,0.88398,0.89216,0.88340,0.88386
2019-03-05,0.88447,0.88561,0.88300,0.88440
2019-03-04,0.88197,0.88549,0.88190,0.88204
2019-03-03,0.87910,0.88413,0.87910,0.87905
2019-02-28,0.87931,0.88072,0.87651,0.87924
2019-02-27,0.87890,0.88022,0.87550,0.87872
2019-02-26,0.87764,0.87998,0.87690,0.87772
2019-02-25,0.87980,0.88133,0.87884,0.87970
2019-02-24,0.88182,0.88199,0.87970,0.88166
2019-02-21,0.88185,0.88349,0.88061,0.88160
2019-02-20,0.88134,0.88319,0.87983,0.88134
2019-02-19,0.88160,0.88293,0.87954,0.88160
2019-02-18,0.88401,0.88676,0.88169,0.88402
2019-02-17,0.88536,0.88536,0.88229,0.88511
2019-02-14,0.88537,0.89008,0.88510,0.88532
2019-02-13,0.88778,0.88884,0.88431,0.88771
2019-02-12,0.88240,0.88630,0.88150,0.88225
2019-02-11,0.88650,0.88819,0.88340,0.88660
2019-02-10,0.88306,0.88704,0.88250,0.88306
2019-02-07,0.88184,0.88325,0.88098,0.88193
2019-02-06,0.87979,0.88292,0.87950,0.87982
2019-02-05,0.87652,0.87909,0.87635,0.87643
2019-02-04,0.87445,0.87694,0.87390,0.87441
2019-02-03,0.87281,0.87524,0.87240,0.87296
2019-01-31,0.87330,0.87450,0.87044,0.87340
2019-01-30,0.87066,0.87332,0.86853,0.87050
2019-01-29,0.87450,0.87653,0.87334,0.87448
2019-01-28,0.87491,0.87629,0.87332,0.87489
2019-01-27,0.87622,0.87789,0.87370,0.87619
2019-01-24,0.88418,0.88450,0.87630,0.88390
2019-01-23,0.87819,0.88392,0.87770,0.87810
2019-01-22,0.87999,0.88093,0.87772,0.87997
2019-01-21,0.87954,0.88208,0.87910,0.87956
2019-01-20,0.87986,0.88044,0.87810,0.87985
2019-01-17,0.87782,0.88073,0.87640,0.87776
2019-01-16,0.87727,0.87932,0.87660,0.87734
2019-01-15,0.87611,0.87882,0.87548,0.87590
2019-01-14,0.87160,0.87826,0.87020,0.87162
2019-01-13,0.87239,0.87324,0.87080,0.87259
2019-01-10,0.86842,0.87262,0.86663,0.86880
2019-01-09,0.86541,0.86870,0.86420,0.86543
2019-01-08,0.87281,0.87400,0.86654,0.87290
2019-01-07,0.87113,0.87530,0.87060,0.87110
2019-01-06,0.87620,0.87679,0.87150,0.87639
2019-01-03,0.87789,0.88120,0.87583,0.87788
2019-01-02,0.88360,0.88360,0.87649,0.88354
2019-01-01,0.87250,0.88139,0.86979,0.87247
2018-12-31,0.87000,0.87222,0.86580,0.87009
2018-12-30,0.87421,0.87548,0.87215,0.87413
2018-12-27,0.87482,0.87482,0.87160,0.87481
2018-12-26,0.88000,0.88035,0.87456,0.88018
2018-12-25,0.87616,0.87903,0.87570,0.87600
2018-12-24,0.87680,0.87950,0.87550,0.87689
2018-12-23,0.87935,0.87935,0.87425,0.87929
2018-12-20,0.87277,0.87813,0.87150,0.87284
2018-12-19,0.87813,0.87886,0.87071,0.87800
2018-12-18,0.87907,0.87907,0.87415,0.87909
2018-12-17,0.88106,0.88194,0.87696,0.88107
2018-12-16,0.88443,0.88458,0.88075,0.88449
2018-12-13,0.88003,0.88725,0.87980,0.88000
2018-12-12,0.87930,0.88233,0.87777,0.87924
2018-12-11,0.88317,0.88369,0.87870,0.88315
2018-12-10,0.88067,0.88436,0.87724,0.88055
2018-12-09,0.87690,0.88010,0.87370,0.87712
2018-12-06,0.87898,0.88018,0.87637,0.87914
2018-12-05,0.88127,0.88313,0.87625,0.88113
2018-12-04,0.88155,0.88378,0.88026,0.88161
